audio_file|text|speaker_name
wavs/audio_0.wav|A Zezi Krista, a Daviid biiga, a Abraam biiga roog sebre. 2A Abraam n doga Izaak. A Izaak n doga Zakoob, a Zakoob n doga Zɩɩda ne a yaopa, 3a Zɩɩda n dog a Fares ne a Zara, tɩ b ma yaa Tamar, a Fares n dog a Esrom, a Esrom n dog a Aram, 4a Aram n doga Aminadab, a Aminadab n dog a Naason, a Naason n dog a Salmon, 5a Salmon n dog a Booz, a ma la a Raab, a Booz n dog a Zobɛɛd, a ma la a Rut, a Zobɛɛd n dog a Zese, 6a Zese n dog dĩm a Daviid.|99
wavs/audio_1.wav|A Daviid n dog a Salomo, a ma a Uri paga, 7a Salomo n dog a Roboam, a Roboam n dog a Abia, a Abia n dog a Asa, 8a Asa n dog a Zozafat, a Zozafat n dog a Zoram, a Zoram n dog a Oziyas, 9a Oziyas n dog a Zoatam, a Zoatam n dog a Akaz, a Akaz n dog a Ezekiyas, 10A Ezekiyas n dog a Manase, a Manase n dog a Amon, a Amon n dog a Zoziyas, 11 a Zoziyas n dog a Zekoniyas ne a yaopa. Bãmb wakatẽ la b vʋk Israyɛl kamb n kẽng Babilon.|99
wavs/audio_2.wav|Babilon yembd poore, a Zekoniyas n dog a Salatiyɛl, a Salatiyɛl n dog a Zorobabɛl, 13a Zorobabel n dog a Abiud, a Abiud n dog a Eliakim, a Eliakim n dog a Azor, 14a Azor n dog a Sadok, a Sadok n dog a Akim, a Akim n dog a Eliyud, 15a Eliud n doga Eleazar, a Eleazar n dog a Matan, a Matan n dog a Zakoob, 16a Zakoob n dog a Zozɛf, a Maryam sɩda la a Maryam n dog a Zezi, sẽn boond tɩ Krista.|99
wavs/audio_3.wav|Dẽnna yaab rãmba ne b rot sõta woto: a Abraam n taa Daviid, yaa rot piig la a naase. A Daviid n ta Babilon yembdo, yaa rot piig la a naase. Babilon yembdo n ta Krista yaa rot piig la a naase.|99
wavs/audio_4.wav|A Zezi Krista dogma kibar la woto: a ma, a Maryam, da ya a Zozɛf pʋg-bila. La a Maryam sẽn waa n nan ka kul a Zozɛf, a mikame, tɩ ne a Vʋʋsem Sõng raabo, a lebga zɩsgo. 19A sɩda, a Zozɛf, sẽn da ya nin-tɩrgã, pa tʋlg n gom tɩ yi yɩng ye a tʋlgame bal n soos n bas a Maryam. 20La rẽ sẽn waa n be a yamẽ, la a sẽn yãe Soaala malɛk a zãmsdẽ, sẽn yeel-a: «Zozɛf, Daviid biiga, da zoe rabeem n deeg f pʋg-bila, a Maryam, f zakẽ ye, tɩ biig ning sẽn sig a pʋgẽ wã yita a Vʋʋsem Sõng nengẽ.|99
wavs/audio_5.wav|Bi-ribl la a na n doge la f na n pʋda a yʋʋr a Zezi: tɩ yaa yẽ n na n sɩd yiis a buuda neba yel-wẽnd pʋgẽ.» 22La yella yɩɩ woto, n taas Soaala sẽn da togs ne bãngdba noore: 23 Pa-kul na n dɩka pʋga n dog biiga, la b na n pʋda a biigã tɩ Emmanwɛl, dat n yeelame tɩ Wẽnd bee d sʋka. 24A Zozɛf sẽn neke, a maana wala malɛka sẽn wilgi, a peega a paga, a zakẽ, 25 la a tol n doga a biigã tɩ b pa bãng taab ye; la a Zozɛf pʋda biiga yʋʋr a Zezi.|99
wavs/audio_6.wav|A Zezi doga Bɛtelyɛɛm, Zɩɩde tẽnga, dĩm a Erod naamẽ, la ade, neb sẽn bʋgd ãds yii yaanga n wa Zerizalɛɛm 2n sok woto: «Zʋɩf rãmb dĩma sẽn dog paalma bee yɛ? Tõnd yãenda b ãdg sẽn puki tɩ d wa n na n waoog-ba.» 3B sẽn wʋm dẽ, dĩm a Erod ne Zerizalɛɛm tõre yɛɛsame. 4Dĩma tigma maan-kʋʋdba kãsem dãmba ne sẽn karem-ba n sikã la a sok-b lame n bãng Wẽnd Nedã sẽn na n dog zĩig ninga. 5«Yaa Bɛtelyɛɛm, Zɩɩde tẽnga, tɩ bãngda gʋlsame:|99
wavs/audio_7.wav|Zɩɩda tẽn-peelmẽ Bɛtelyɛɛm, ka foo la tẽn-bil Zɩɩda ye, tɩ dĩm ning sẽn na n gũ m buuda Israyɛl, na n yila f pʋgẽ.»|99
wavs/audio_8.wav|A Erod soos n boola ãdsa bagbã n na n bãng wakat bʋg taki la ãdga puk-ba, 8la a tees-b la Bɛtelyɛɛm sore n yetẽ: «Kẽng-y n tɩ sok-y biiga yelle, la y sã n bãng vẽenega, bɩ y lɛɛg n wa togs-ma tɩ m me kẽng n tɩ waoog-a.» 9Ãdsa bagba sẽn paam dĩma koɛɛga, b rɩka sore; b le yãee ãdgã t'a kẽnd b taoore la a waa n tɩ yalsa sus biiga sẽn da be zĩig ningã. 10B sẽn yãe ãdgã b sũur yɩɩ noog wʋsgo.|99
wavs/audio_9.wav|B kẽe roogã n yãend biiga ne b ma, a Maryam, la b wõgemdame n waoog-ba; b pagsa b kogendo n yiis b kũuni n kõ-ba: sãnem, tɩdare, ne tɩ-kaam sẽn tar yũ-noogo. 12Dẽ poore b bãnga b zãmsdẽ tɩ b ka tõe n leb n tũ a Erod nengẽ ye, la b bao sor a to n leb b tẽngẽ.|99
wavs/audio_10.wav|Bãmb loogr poore, Soaala malɛk lika a Zozɛf a gũeemẽ n yeel-a: «Yik n dɩk biiga ne a ma n zoe n kẽng Ezipt tẽnga la f pa be n ta wakat ning m sẽn na n wilg fu; a Erod na n baoo biigã n kʋ.» 14A Zozɛf yika ne yʋngo n dɩk biiga ne a ma n zoe n kẽng Ezipt tẽnga, 15 la a paa be n tãag a Erod kaalem. Woto la Soaala koɛɛg tõog n taase: M boola m biiga Ezipt tẽnga.|99
wavs/audio_11.wav|A Erod sẽn mik tɩ bagba belg-a lame, a sũur puuga al wʋsgo, dẽ la a tʋm tɩ b kẽng Bɛtelyɛɛm la Bɛtelyɛɛm weoogo n kʋ kamb niyns fãa yʋʋm sẽn pa yɩɩd a yiibu, wala neba sẽn da mak n wilgã. 17La woto yɩɩ bãngd a Zeremi koɛɛg taasgo: 18  Kɛleng n kelem Rama yãbr la waasgo n waas be: ya a Rasɛl n yãbd a kamba la a tõt belegre tɩ b le ka ket ye.|99
wavs/audio_12.wav|La a Erod kũum poore, Soaala malɛk lika a Zozɛf a gõeemẽ, Ezipt tẽnga, 20n yeel-a: «Yik n dɩk biiga ne a ma n leb Israyɛl tẽnga tɩ sẽn da baood-b biigã n na n kʋ wã fãa kiime.» 21A Zozɛf yikame n dɩk biiga ne a ma n leb Israyɛl tẽnga. 22A sẽn wʋm t'a Arkelawus n dɩt naam Zɩɩda tẽn-peelmẽ, a ba, a Erod, zĩigẽ, a Zozɛf zoe rabeem ne be lebre, la a sẽn paam koɛɛg a zãmsdẽ, a zãagame n tees Galile baobgo, 23 a waa n kẽe tẽng a ye sẽn boond tɩ Nazarɛt. Woto me la bãngda koɛɛg tõog n taase: B na n bool-a lame tɩ Nazarɛt daoa.|99
wavs/audio_13.wav|Rao n da kõt soobo, a yʋʋr a Zã; a waa n bee Zɩɩda weoogẽ n karemd neba 2 n yetẽ: «Tuub-y y yel-wẽna tɩ Wẽnd Rĩung kolgame.» 3 Ad-y yaa yẽ yell la bãngd a Izai da gomda: Sẽn moond-a weoogẽ wã koɛɛg la woto: segl-y Soaala sor, kɩt-y tɩ b so-bugsa lebg tɩrse.|99
wavs/audio_14.wav|A Zã ra yera fuug sẽn wʋg ne yʋgem kõbdo la a ra sẽga gãndo. A rɩɩb da yaa sʋya la weoog sɩɩdo. 5Zerizalɛɛm ne Zɩɩda la Zʋrdẽ baobga rãmb fãa gill da kẽnda a nengẽ. 6B ra togsda b yel-wẽna n deegd soobo, Zʋrdẽ koomẽ. 7 A Zã sẽn yãend Farizẽ la Saduseẽ rãmba tɩ b wat wʋsgo n na n deeg soobo, a yeel-b lame: «Wag-bi buudu, ãnda n wilg yãmb tɩ y zoe n põs Wẽnd beem sẽn wat y zutu? 8Bɩ y tʋm tʋʋm sõma n wilg tɩ y teema zʋgo, 9 la y ra saag n yeel y sũurẽ: ‹Tõnd yaa a Abraam kamb ye.›|99
wavs/audio_15.wav|M yet-y lame tɩ kuga sẽn dɩgã, Wẽnd tõe n yiisa a Abraam kamb b pʋsẽ. 10 Lar zoe n dɩga tɩɩga sɛɛga; tɩɩg ninga fãa sẽn pa womda bi-sõma, b na n kɛɛg-a lame n yõog bugum. 11Mam yẽ kõt-y la soob koomẽ y zʋg tekr yĩnga la mam sẽn deng a soab taoorã yɩɩda maam; paam n lodg a neodr gĩs menga looga maam; yẽ na n soo yãmb ne a Vʋʋsem Sõng la bugum. 12A zãada kaorg a nugẽ n na n yelg a kood zɛɛgẽ; ka-bɛɛla na n suii baoorẽ, la fɩɩba na n yõoga bugum ning sẽn ka kiida pʋgẽ.»|99
wavs/audio_16.wav|A Zezi yii Galile n wa Zʋrdẽ kʋɩlga, a Zã nengẽ, n na n deeg soobo. 14A Zã ra pa rat n sak ye, n yetẽ: «Yaa maam n tog n deeg soob yãmb nengẽ, tɩ yãmb baas n wat mam nengẽ!» 15A Zezi leok-a lame: «Bas tɩ m maan woto nanda tɩ yaa woto la d tog maan tɩ fãa zemse.» T'a Zã yaool n na n sak. 16A Zezi sẽn deeg soob n yit koomẽ, la saaga pilg a gãongo, la b yãee a Vʋʋsem Sõng sẽn sigd a Zezi zugu wa walle, 17 la koɛɛg me n sãd yĩngri: «Ada yaa mam bi-nongre, mam yam kẽe-a la zãnga!»|99
wavs/audio_17.wav|A Vʋʋsem Sõng talla a Zezi n kẽ we-raoogẽ tɩ Sʋtãan kʋɩɩb-ba. 2B maana rasem pisnaase la yʋnd pisnaase n ka rɩ, n ka yũ ye. 3Dẽ la kʋɩɩbda kolg n yeele: «Fo sã n ya Wẽnd Biiga bɩ f kɩt tɩ kug kãensa lebg buri.» 4 A Zezi leok-a lame: «B gʋlsame: Ninsaal ka rɩlgd a meng ne bur bal ye, yaa ne koɛɛg ning fãa sẽn yit Wẽnnaam noorẽ.» 5La Sʋtãan tall-b lame n kẽ Zerizalɛɛm n dʋʋs-b wẽnd dooga zugu, 6 n yeel-ba: «Fo sã n ya Wẽnd Biiga bɩ f yɩk n tiimd tẽnga, tɩ b gʋlsame:|99
wavs/audio_18.wav|B na n kõ-la b malɛgsa noore tɩ b põk foom b nugẽ tɩ f naoor da sɩɩs kugr ye.» 7  A Zezi leok-a Sʋtaana: «B le gʋlsame: Da kʋɩɩb Wẽnnaam, f Soaala ye.» 8Sʋtãan tall-b lame n dʋ tãn wok zugu n wilg-b dũni wã ne a zɩɩri, 9n yeel-ba: «M na n kõ-f la woto fãa, f sã n wõgemd m taoore n waoog maam.» 10 Dẽ la a Zezi yeel-a: «Looge, Sʋtãana! Tɩ b gʋlsame:|99
wavs/audio_19.wav|Wẽnnaam, f Soaala, bal taoore la f na n wõgemd Bãmb bal la f na n waooge.» 11Sʋtãan bas-b lame n looge tɩ malɛgsa kolg n na n ges b yelle.|99
wavs/audio_20.wav|A Zezi sẽn wʋm tɩ b yõka a Zã, b leba Galile. 13 B yii Nazarɛt tẽnga n wa kẽed Kafarnaom, Tiberiyad mogr noore, Zabulõ la Neftali satmẽ. 14Woto la bãngda Izayi toagsga taasyã: 15Zabulõ tẽnga, Neftali tẽnga, mogr sorẽ dãmba, Zʋrdẽ rʋʋnd dãmba, Galile bu-zẽmb rãmba! 16  Baad-y likẽ dãmba yãee vẽenem kãsenga, vẽenem n bui lik la kũum sẽn da reeg tẽns niyns n yãmbã.|99
wavs/audio_21.wav|A Zezi sɩnga marsã n karemd neba n yetẽ: «Teem-y zʋgo tɩ Arzãn Rĩung kolgame.»|99
wavs/audio_22.wav|A Zezi waa n looda Galile mogra noore, n yãe ned ne a yao: a Simo, b sẽn boond a soab t'a Piyɛr, ne a Andre, a ba-biiga; b ra lobda b zulumsi tɩ b da yaa zĩm yõgdba. 19B yeel-b lame: «Pʋg-y maam tɩ m na sõng-y tɩ y paam ninsaalba.» 20La bãmb wẽneg n basa b zulumsa be n pʋg a Zezi. 21B sẽn ta taoore, b le yãee ned a to ne a yao, a Zak la a Zã, a Zebede kamba, tɩ b be koglg pʋgẽ ne b ba, n manegd b zulumsi; 22b bool-b lame. Bãmb me basa b ba la b zulumsi n pʋg a Zezi.|99
wavs/audio_23.wav|A Zezi ra saada Galile tẽnse n maand karengo pʋʋsg rotẽ, n wilgd Wẽnd Rĩung Kibar noogã, la b sãoogd bãas la pa-keem buud fãa. 24B yʋʋr yiime n ta Siri zamaana; tẽng fãa ra wata ne b nimbãan dãmba la b bãad dãmb buud toɛ toɛyã, wala sẽn yikd-b kisenkiiri, zut sẽn lebg rãmba, nao sẽn ki rãmba. B ra wata ne-ba t'a Zezi sãoog ba. 25Sɩd yɩɩ zãma kãseng n sɩng b pʋgbo; neb sẽn yit Galile la Tẽns piig sẽn tot taaba, n yit Zerizalɛɛm la Zɩɩda la Zʋrdẽ rʋʋnde.|99
wavs/audio_24.wav|A Zezi sẽn yãe zãma wã, b rʋʋ tãnga zugu. B zĩndame tɩ b karen-biisa na n kolg-ba. 2A Zezi kõ-b la koɛɛga n yetẽ: 3«Sũ-noog rãmba la sẽn teeg-b Wẽnd bala tɩ Wẽnnaam Rĩunga yaa bãmb soolem. 4  Sũ-noog rãmba la nin-bʋgse tɩ tẽnga na n yɩɩ bãmb soolem. 5  Sũ-noog rãmba la sũ-beed sẽn tar b rãmba, tɩ b na n paama belgda. 6  Sũ-noog rãmb la sẽn yãbd-b sõmblem kom la ko-yũudu, tɩ b na n tɩgame.|99
